topology,mixing_strategy,num_nodes,seed,k_target,round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,communication_mb,time_per_round
ER,metropolis_hastings,30,42,4,34,74.86166666666668,2.2559818015420445,68.17,77.87,1617.3558654785156,55.015615940093994
ER,metropolis_hastings,30,42,4,35,74.97966666666669,2.3671072125181722,67.04,77.96,1664.9251556396484,55.44328165054321
ER,metropolis_hastings,30,42,4,36,75.24833333333332,2.332823872953597,68.48,78.04,1712.4944458007812,55.540382862091064
ER,metropolis_hastings,30,42,4,37,75.35133333333333,2.4596662826941023,68.67,78.1,1760.063735961914,55.48454403877258
ER,metropolis_hastings,30,42,4,38,75.433,2.132085285973962,70.02,78.41,1807.6330261230469,55.40672421455383
ER,metropolis_hastings,30,42,4,39,75.65866666666666,2.171793012441308,68.41,78.39,1855.2023162841797,55.4950532913208
ER,metropolis_hastings,30,42,4,40,75.65666666666668,2.232011549153712,68.48,78.55,1902.7716064453125,55.54167985916138
WS,metropolis_hastings,30,42,4,1,23.367333333333328,6.786308242008724,10.0,34.08,50.07293701171875,55.37940716743469
WS,metropolis_hastings,30,42,4,2,28.66033333333333,6.064347441307175,14.63,43.0,100.1458740234375,55.266875982284546
WS,metropolis_hastings,30,42,4,3,34.734,5.83106771240625,20.2,48.44,150.21881103515625,55.37197518348694
WS,metropolis_hastings,30,42,4,4,40.005333333333326,7.03044983545782,26.24,57.25,200.291748046875,55.220731019973755
WS,metropolis_hastings,30,42,4,5,44.97366666666667,6.94650918727449,34.52,61.4,250.36468505859375,55.2466938495636
WS,metropolis_hastings,30,42,4,6,50.72266666666666,6.442411004861111,38.0,64.52,300.4376220703125,55.42158055305481
WS,metropolis_hastings,30,42,4,7,55.47466666666666,5.880402329395121,43.37,65.2,350.51055908203125,55.50920128822327
WS,metropolis_hastings,30,42,4,8,59.50066666666667,5.314719141737929,45.24,67.86,400.58349609375,55.058615922927856
WS,metropolis_hastings,30,42,4,9,61.80033333333334,4.740857505651155,47.91,68.96,450.65643310546875,55.15356135368347
WS,metropolis_hastings,30,42,4,10,63.771,4.334665192760951,51.88,69.75,500.7293701171875,55.8529908657074
WS,metropolis_hastings,30,42,4,11,65.28266666666667,3.9544438575129903,54.51,70.6,550.8023071289062,55.527916431427
WS,metropolis_hastings,30,42,4,12,66.46499999999999,3.475345306584657,56.13,71.48,600.875244140625,55.05145978927612
WS,metropolis_hastings,30,42,4,13,67.68233333333333,3.3660735616177817,58.17,72.03,650.9481811523438,54.97279095649719
WS,metropolis_hastings,30,42,4,14,68.80566666666667,2.9415219227845677,60.2,73.16,701.0211181640625,55.404123067855835
WS,metropolis_hastings,30,42,4,15,69.41966666666667,2.906045977307005,60.74,73.75,751.0940551757812,55.1817946434021
WS,metropolis_hastings,30,42,4,16,70.24266666666668,2.8095336900552663,62.08,74.17,801.1669921875,55.37488389015198
WS,metropolis_hastings,30,42,4,17,70.68833333333333,2.4861899677127566,63.21,74.29,851.2399291992188,55.00750136375427
WS,metropolis_hastings,30,42,4,18,71.11033333333334,2.373047946324633,64.63,74.87,901.3128662109375,54.857293128967285
WS,metropolis_hastings,30,42,4,19,71.60833333333335,2.3688394955242438,64.29,74.85,951.3858032226562,55.02189230918884
WS,metropolis_hastings,30,42,4,20,71.91833333333332,2.155851082261688,66.05,75.35,1001.458740234375,54.76291036605835
WS,metropolis_hastings,30,42,4,21,71.96066666666667,2.099839570591578,66.2,75.58,1051.5316772460938,54.73685956001282
WS,metropolis_hastings,30,42,4,22,72.54833333333335,2.0158291649398827,66.41,75.48,1101.6046142578125,54.869815826416016
WS,metropolis_hastings,30,42,4,23,72.73433333333334,2.021960572205985,66.86,75.98,1151.6775512695312,55.23555874824524
WS,metropolis_hastings,30,42,4,24,73.15733333333333,1.7882634655503724,68.8,75.96,1201.75048828125,55.33540892601013
WS,metropolis_hastings,30,42,4,25,73.31099999999999,1.9433276443598835,67.93,76.09,1251.8234252929688,55.17809510231018
WS,metropolis_hastings,30,42,4,26,73.68633333333332,2.016408495871365,68.9,76.55,1301.8963623046875,55.19302010536194
WS,metropolis_hastings,30,42,4,27,73.79366666666665,1.8486634511331574,68.11,76.61,1351.9692993164062,55.174726247787476
WS,metropolis_hastings,30,42,4,28,73.80833333333332,1.7091207941186852,69.89,76.56,1402.042236328125,55.309308767318726
WS,metropolis_hastings,30,42,4,29,74.30233333333332,1.6801402388557378,69.79,76.69,1452.1151733398438,55.000011920928955
WS,metropolis_hastings,30,42,4,30,74.64166666666668,1.5744228219326042,70.11,76.92,1502.1881103515625,55.2473247051239
WS,metropolis_hastings,30,42,4,31,74.46133333333333,1.7568072050044525,70.1,76.97,1552.2610473632812,55.39685678482056
WS,metropolis_hastings,30,42,4,32,74.84133333333332,1.5813258853112964,70.45,77.03,1602.333984375,55.28198194503784
WS,metropolis_hastings,30,42,4,33,75.02033333333334,1.7285205298816175,70.33,77.31,1652.4069213867188,55.159266233444214
WS,metropolis_hastings,30,42,4,34,75.33400000000002,1.6895198528970692,70.9,77.51,1702.4798583984375,55.0370192527771
WS,metropolis_hastings,30,42,4,35,75.49499999999998,1.5773242110189867,70.71,77.6,1752.5527954101562,55.04720854759216
WS,metropolis_hastings,30,42,4,36,75.54766666666667,1.649819552422493,70.74,77.67,1802.625732421875,55.16993188858032
WS,metropolis_hastings,30,42,4,37,75.686,1.606791004870681,71.06,78.08,1852.6986694335938,55.287572383880615
WS,metropolis_hastings,30,42,4,38,75.55933333333333,1.6747774644876128,71.27,78.09,1902.7716064453125,55.19010019302368
WS,metropolis_hastings,30,42,4,39,75.938,1.6411081621879784,71.22,78.02,1952.8445434570312,55.24409532546997
WS,metropolis_hastings,30,42,4,40,76.04633333333335,1.556829006524337,71.46,78.37,2002.91748046875,55.30156087875366
BA,metropolis_hastings,30,42,4,1,22.62233333333334,5.285700636833515,10.96,32.66,46.7347412109375,55.4134521484375
BA,metropolis_hastings,30,42,4,2,28.243999999999996,5.84011963347784,19.51,39.94,93.469482421875,55.27736020088196
BA,metropolis_hastings,30,42,4,3,33.083,6.313362627527955,20.62,48.52,140.2042236328125,55.54800224304199
BA,metropolis_hastings,30,42,4,4,38.345333333333336,6.795376728989268,25.82,52.52,186.93896484375,55.18914341926575
BA,metropolis_hastings,30,42,4,5,42.977999999999994,6.573297701052848,28.89,58.55,233.6737060546875,55.36884140968323
BA,metropolis_hastings,30,42,4,6,47.525,6.001689623208897,33.16,60.06,280.408447265625,55.08341097831726
BA,metropolis_hastings,30,42,4,7,51.38233333333334,5.927677276040666,35.78,62.45,327.1431884765625,54.99821853637695
BA,metropolis_hastings,30,42,4,8,55.10766666666667,5.938657358546814,38.48,64.57,373.8779296875,54.91077899932861
BA,metropolis_hastings,30,42,4,9,57.789333333333325,5.818887598922056,41.89,65.45,420.6126708984375,55.18732237815857
BA,metropolis_hastings,30,42,4,10,60.06900000000001,5.7119117348455815,45.21,66.65,467.347412109375,55.464027404785156
BA,metropolis_hastings,30,42,4,11,62.210666666666675,5.385356028672158,47.09,69.19,514.0821533203125,54.963298320770264
BA,metropolis_hastings,30,42,4,12,63.46633333333333,5.074185966460258,47.35,69.3,560.81689453125,55.185317516326904
BA,metropolis_hastings,30,42,4,13,64.905,4.889952112921625,49.19,70.87,607.5516357421875,54.9751136302948
BA,metropolis_hastings,30,42,4,14,66.339,4.806736488166028,50.33,71.56,654.286376953125,55.331045627593994
BA,metropolis_hastings,30,42,4,15,67.02833333333334,4.781404314866316,50.53,72.27,701.0211181640625,55.430131673812866
BA,metropolis_hastings,30,42,4,16,68.084,4.441452915432066,52.57,73.29,747.755859375,55.41493320465088
BA,metropolis_hastings,30,42,4,17,69.00366666666666,4.265488235699272,53.18,73.96,794.4906005859375,55.465558767318726
BA,metropolis_hastings,30,42,4,18,69.38466666666666,4.259924673303768,53.27,74.22,841.225341796875,55.36201095581055
BA,metropolis_hastings,30,42,4,19,69.86,3.9246367135485714,55.2,74.33,887.9600830078125,55.60747146606445
BA,metropolis_hastings,30,42,4,20,70.39699999999999,3.8686389940994315,56.35,74.82,934.69482421875,55.29705357551575
BA,metropolis_hastings,30,42,4,21,70.64266666666666,3.6142015562069707,57.12,75.03,981.4295654296875,55.19028401374817
BA,metropolis_hastings,30,42,4,22,71.15833333333333,3.3295876454733686,59.53,75.45,1028.164306640625,55.38326716423035
BA,metropolis_hastings,30,42,4,23,71.36100000000002,3.5720856186080785,58.75,75.58,1074.8990478515625,55.34995722770691
BA,metropolis_hastings,30,42,4,24,71.89933333333333,2.988467760501285,61.6,75.59,1121.6337890625,55.07466650009155
BA,metropolis_hastings,30,42,4,25,71.94800000000001,3.2117382624782276,61.14,75.93,1168.3685302734375,54.937312602996826
BA,metropolis_hastings,30,42,4,26,72.442,2.9968621367468127,62.53,75.93,1215.103271484375,54.9975311756134
BA,metropolis_hastings,30,42,4,27,72.76866666666668,2.783873480522338,64.84,76.18,1261.8380126953125,55.45545959472656
BA,metropolis_hastings,30,42,4,28,72.84999999999998,3.0265458859895062,62.98,76.26,1308.57275390625,55.262415409088135
BA,metropolis_hastings,30,42,4,29,73.21566666666668,2.720206711916497,65.16,76.46,1355.3074951171875,55.416343688964844
BA,metropolis_hastings,30,42,4,30,73.50533333333333,2.898235938559101,64.63,77.1,1402.042236328125,55.02140712738037
BA,metropolis_hastings,30,42,4,31,73.58133333333333,2.7824829838752936,65.1,76.96,1448.7769775390625,54.96468806266785
BA,metropolis_hastings,30,42,4,32,73.84566666666666,2.6069901973135408,66.44,76.87,1495.51171875,55.341771364212036
BA,metropolis_hastings,30,42,4,33,74.14166666666667,2.7946759899653655,65.71,77.18,1542.2464599609375,55.01651620864868
BA,metropolis_hastings,30,42,4,34,74.232,2.57550823463383,66.89,77.54,1588.981201171875,55.17290687561035
BA,metropolis_hastings,30,42,4,35,74.45066666666666,2.6262507284889782,66.71,77.3,1635.7159423828125,55.377150535583496
BA,metropolis_hastings,30,42,4,36,74.587,2.7152816305741343,67.43,77.67,1682.45068359375,55.40467977523804
BA,metropolis_hastings,30,42,4,37,74.76866666666665,2.6371951429923093,68.1,77.72,1729.1854248046875,55.341230392456055
BA,metropolis_hastings,30,42,4,38,75.07866666666669,2.494341240131796,68.08,77.78,1775.920166015625,55.16992664337158
BA,metropolis_hastings,30,42,4,39,75.17866666666666,2.4369786393993866,68.75,77.89,1822.6549072265625,55.00860643386841
BA,metropolis_hastings,30,42,4,40,75.32999999999998,2.42320036315613,68.86,78.01,1869.3896484375,55.03427720069885
