topology,mixing_strategy,num_nodes,seed,k_target,round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,communication_mb,time_per_round
ER,metropolis_hastings,30,42,4,1,23.495999999999995,4.2669025455631555,16.39,33.45,47.56929016113281,55.62628197669983
ER,metropolis_hastings,30,42,4,2,29.56866666666667,5.960806284015238,15.53,39.44,95.13858032226562,55.58107852935791
ER,metropolis_hastings,30,42,4,3,35.19866666666667,4.575217104745473,20.67,41.62,142.70787048339844,55.52233386039734
ER,metropolis_hastings,30,42,4,4,40.536333333333346,5.5082286828183,27.22,49.69,190.27716064453125,55.49657130241394
ER,metropolis_hastings,30,42,4,5,45.46133333333333,5.814588969900528,32.67,55.62,237.84645080566406,55.19965386390686
ER,metropolis_hastings,30,42,4,6,50.389333333333326,6.026092118630632,34.26,60.47,285.4157409667969,54.96978521347046
ER,metropolis_hastings,30,42,4,7,54.673666666666676,6.484652385097875,34.89,64.04,332.9850311279297,55.26653432846069
ER,metropolis_hastings,30,42,4,8,58.295666666666676,6.606870506441677,35.33,65.87,380.5543212890625,55.472002267837524
ER,metropolis_hastings,30,42,4,9,60.704000000000015,6.732006932062188,36.54,67.38,428.1236114501953,55.464863538742065
ER,metropolis_hastings,30,42,4,10,62.54933333333333,6.703444852379177,38.37,69.96,475.6929016113281,55.11125206947327
ER,metropolis_hastings,30,42,4,11,63.77666666666667,6.252031314345407,42.35,70.68,523.2621917724609,54.98220634460449
ER,metropolis_hastings,30,42,4,12,65.19699999999999,5.671606562518242,48.32,72.55,570.8314819335938,55.35450625419617
ER,metropolis_hastings,30,42,4,13,66.39900000000002,5.281087861416433,49.98,72.39,618.4007720947266,55.19547963142395
ER,metropolis_hastings,30,42,4,14,67.442,4.841014631940981,53.44,73.35,665.9700622558594,55.157949924468994
ER,metropolis_hastings,30,42,4,15,68.24633333333334,4.606495040218274,55.31,73.64,713.5393524169922,55.084234952926636
ER,metropolis_hastings,30,42,4,16,69.002,4.1325693379946244,56.59,73.95,761.108642578125,55.47665786743164
ER,metropolis_hastings,30,42,4,17,69.54033333333332,3.7634376867728556,59.07,74.35,808.6779327392578,55.44730281829834
ER,metropolis_hastings,30,42,4,18,70.29266666666668,3.468903701299432,58.87,74.67,856.2472229003906,55.098100662231445
ER,metropolis_hastings,30,42,4,19,70.57966666666667,3.416131811794673,59.63,74.89,903.8165130615234,55.29637002944946
ER,metropolis_hastings,30,42,4,20,70.99933333333334,3.1559794394485867,61.27,75.24,951.3858032226562,55.44833946228027
ER,metropolis_hastings,30,42,4,21,71.40733333333333,3.0707739885717573,62.7,75.62,998.9550933837891,55.39837574958801
ER,metropolis_hastings,30,42,4,22,71.74266666666668,2.926750112705597,62.79,75.63,1046.5243835449219,55.43860483169556
ER,metropolis_hastings,30,42,4,23,72.08033333333333,2.9668900477698115,63.13,75.95,1094.0936737060547,55.47757887840271
ER,metropolis_hastings,30,42,4,24,72.54899999999998,2.7748733905051117,64.03,76.01,1141.6629638671875,55.4693341255188
ER,metropolis_hastings,30,42,4,25,72.70166666666667,2.614614163164849,66.17,76.15,1189.2322540283203,55.44924449920654
ER,metropolis_hastings,30,42,4,26,72.97966666666666,2.7141781854222864,64.37,76.31,1236.8015441894531,55.42985725402832
ER,metropolis_hastings,30,42,4,27,73.10266666666666,2.6435644287380033,65.46,76.38,1284.370834350586,55.38576817512512
ER,metropolis_hastings,30,42,4,28,73.55733333333335,2.2996940859359714,67.77,76.69,1331.9401245117188,55.464577436447144
ER,metropolis_hastings,30,42,4,29,73.84066666666666,2.504715463990981,66.94,76.91,1379.5094146728516,55.16714429855347
ER,metropolis_hastings,30,42,4,30,74.12266666666666,2.274408250268382,67.01,76.98,1427.0787048339844,55.44463229179382
ER,metropolis_hastings,30,42,4,31,74.05900000000001,2.5129469420052093,66.17,77.11,1474.6479949951172,55.135337114334106
ER,metropolis_hastings,30,42,4,32,74.41300000000001,2.2979079616033364,68.95,77.19,1522.21728515625,55.472291469573975
ER,metropolis_hastings,30,42,4,33,74.53633333333333,2.3043169390419265,68.11,77.22,1569.7865753173828,55.37068009376526
