topology,mixing_strategy,num_nodes,seed,k_target,round,node_id,accuracy,degree
ER,metropolis_hastings,50,42,4,5,11,29.74,6
ER,metropolis_hastings,50,42,4,5,12,26.16,2
ER,metropolis_hastings,50,42,4,5,13,46.09,5
ER,metropolis_hastings,50,42,4,5,14,35.75,7
ER,metropolis_hastings,50,42,4,5,15,32.11,3
ER,metropolis_hastings,50,42,4,5,16,33.55,5
ER,metropolis_hastings,50,42,4,5,17,30.4,4
ER,metropolis_hastings,50,42,4,5,18,40.15,4
ER,metropolis_hastings,50,42,4,5,19,33.94,1
ER,metropolis_hastings,50,42,4,5,20,31.08,4
ER,metropolis_hastings,50,42,4,5,21,36.44,3
ER,metropolis_hastings,50,42,4,5,22,39.84,8
ER,metropolis_hastings,50,42,4,5,23,35.64,4
ER,metropolis_hastings,50,42,4,5,24,44.48,5
ER,metropolis_hastings,50,42,4,5,25,46.54,5
ER,metropolis_hastings,50,42,4,5,26,32.34,5
ER,metropolis_hastings,50,42,4,5,27,32.25,4
ER,metropolis_hastings,50,42,4,5,28,41.17,4
ER,metropolis_hastings,50,42,4,5,29,41.48,7
ER,metropolis_hastings,50,42,4,5,30,35.54,5
ER,metropolis_hastings,50,42,4,5,31,33.66,3
ER,metropolis_hastings,50,42,4,5,32,48.17,4
ER,metropolis_hastings,50,42,4,5,33,28.5,3
ER,metropolis_hastings,50,42,4,5,34,34.36,2
ER,metropolis_hastings,50,42,4,5,35,39.41,6
ER,metropolis_hastings,50,42,4,5,36,24.84,3
ER,metropolis_hastings,50,42,4,5,37,48.68,4
ER,metropolis_hastings,50,42,4,5,38,33.08,5
ER,metropolis_hastings,50,42,4,5,39,33.74,4
ER,metropolis_hastings,50,42,4,5,40,40.71,3
ER,metropolis_hastings,50,42,4,5,41,33.99,3
ER,metropolis_hastings,50,42,4,5,42,45.4,3
ER,metropolis_hastings,50,42,4,5,43,19.58,2
ER,metropolis_hastings,50,42,4,5,44,39.73,6
ER,metropolis_hastings,50,42,4,5,45,54.61,5
ER,metropolis_hastings,50,42,4,5,46,36.7,2
ER,metropolis_hastings,50,42,4,5,47,38.91,5
ER,metropolis_hastings,50,42,4,5,48,39.75,4
ER,metropolis_hastings,50,42,4,5,49,34.04,3
ER,metropolis_hastings,50,42,4,6,0,48.35,4
ER,metropolis_hastings,50,42,4,6,1,44.28,9
ER,metropolis_hastings,50,42,4,6,2,54.47,4
ER,metropolis_hastings,50,42,4,6,3,47.66,5
ER,metropolis_hastings,50,42,4,6,4,14.54,1
ER,metropolis_hastings,50,42,4,6,5,36.02,3
ER,metropolis_hastings,50,42,4,6,6,40.0,4
ER,metropolis_hastings,50,42,4,6,7,43.93,5
ER,metropolis_hastings,50,42,4,6,8,54.07,4
ER,metropolis_hastings,50,42,4,6,9,31.36,1
ER,metropolis_hastings,50,42,4,6,10,35.65,3
ER,metropolis_hastings,50,42,4,6,11,34.7,6
ER,metropolis_hastings,50,42,4,6,12,27.68,2
ER,metropolis_hastings,50,42,4,6,13,50.03,5
ER,metropolis_hastings,50,42,4,6,14,39.81,7
ER,metropolis_hastings,50,42,4,6,15,35.49,3
ER,metropolis_hastings,50,42,4,6,16,43.86,5
ER,metropolis_hastings,50,42,4,6,17,32.85,4
ER,metropolis_hastings,50,42,4,6,18,42.47,4
ER,metropolis_hastings,50,42,4,6,19,41.46,1
ER,metropolis_hastings,50,42,4,6,20,33.02,4
ER,metropolis_hastings,50,42,4,6,21,38.37,3
ER,metropolis_hastings,50,42,4,6,22,44.98,8
ER,metropolis_hastings,50,42,4,6,23,38.25,4
ER,metropolis_hastings,50,42,4,6,24,48.4,5
ER,metropolis_hastings,50,42,4,6,25,49.99,5
ER,metropolis_hastings,50,42,4,6,26,43.89,5
ER,metropolis_hastings,50,42,4,6,27,35.12,4
ER,metropolis_hastings,50,42,4,6,28,42.22,4
ER,metropolis_hastings,50,42,4,6,29,44.58,7
ER,metropolis_hastings,50,42,4,6,30,39.84,5
ER,metropolis_hastings,50,42,4,6,31,43.1,3
ER,metropolis_hastings,50,42,4,6,32,49.12,4
ER,metropolis_hastings,50,42,4,6,33,39.96,3
ER,metropolis_hastings,50,42,4,6,34,35.76,2
ER,metropolis_hastings,50,42,4,6,35,47.4,6
ER,metropolis_hastings,50,42,4,6,36,27.78,3
ER,metropolis_hastings,50,42,4,6,37,52.27,4
ER,metropolis_hastings,50,42,4,6,38,35.73,5
ER,metropolis_hastings,50,42,4,6,39,42.55,4
ER,metropolis_hastings,50,42,4,6,40,49.12,3
ER,metropolis_hastings,50,42,4,6,41,38.46,3
ER,metropolis_hastings,50,42,4,6,42,46.59,3
ER,metropolis_hastings,50,42,4,6,43,20.25,2
ER,metropolis_hastings,50,42,4,6,44,44.51,6
ER,metropolis_hastings,50,42,4,6,45,57.59,5
ER,metropolis_hastings,50,42,4,6,46,37.43,2
ER,metropolis_hastings,50,42,4,6,47,42.13,5
ER,metropolis_hastings,50,42,4,6,48,46.6,4
ER,metropolis_hastings,50,42,4,6,49,37.48,3
ER,metropolis_hastings,50,42,4,7,0,51.66,4
ER,metropolis_hastings,50,42,4,7,1,50.18,9
ER,metropolis_hastings,50,42,4,7,2,57.08,4
ER,metropolis_hastings,50,42,4,7,3,49.75,5
ER,metropolis_hastings,50,42,4,7,4,21.62,1
ER,metropolis_hastings,50,42,4,7,5,38.54,3
ER,metropolis_hastings,50,42,4,7,6,45.06,4
ER,metropolis_hastings,50,42,4,7,7,49.72,5
ER,metropolis_hastings,50,42,4,7,8,55.18,4
ER,metropolis_hastings,50,42,4,7,9,33.18,1
ER,metropolis_hastings,50,42,4,7,10,38.66,3
ER,metropolis_hastings,50,42,4,7,11,39.28,6
ER,metropolis_hastings,50,42,4,7,12,30.92,2
ER,metropolis_hastings,50,42,4,7,13,53.08,5
ER,metropolis_hastings,50,42,4,7,14,44.81,7
ER,metropolis_hastings,50,42,4,7,15,38.54,3
ER,metropolis_hastings,50,42,4,7,16,49.32,5
ER,metropolis_hastings,50,42,4,7,17,36.27,4
ER,metropolis_hastings,50,42,4,7,18,46.15,4
ER,metropolis_hastings,50,42,4,7,19,44.78,1
ER,metropolis_hastings,50,42,4,7,20,34.2,4
ER,metropolis_hastings,50,42,4,7,21,40.82,3
ER,metropolis_hastings,50,42,4,7,22,49.53,8
ER,metropolis_hastings,50,42,4,7,23,39.79,4
ER,metropolis_hastings,50,42,4,7,24,50.83,5
ER,metropolis_hastings,50,42,4,7,25,52.22,5
ER,metropolis_hastings,50,42,4,7,26,51.64,5
ER,metropolis_hastings,50,42,4,7,27,41.25,4
ER,metropolis_hastings,50,42,4,7,28,42.94,4
ER,metropolis_hastings,50,42,4,7,29,46.32,7
ER,metropolis_hastings,50,42,4,7,30,44.59,5
ER,metropolis_hastings,50,42,4,7,31,48.35,3
ER,metropolis_hastings,50,42,4,7,32,47.98,4
ER,metropolis_hastings,50,42,4,7,33,45.9,3
ER,metropolis_hastings,50,42,4,7,34,36.87,2
ER,metropolis_hastings,50,42,4,7,35,51.22,6
ER,metropolis_hastings,50,42,4,7,36,31.93,3
ER,metropolis_hastings,50,42,4,7,37,55.88,4
ER,metropolis_hastings,50,42,4,7,38,45.7,5
ER,metropolis_hastings,50,42,4,7,39,46.59,4
ER,metropolis_hastings,50,42,4,7,40,54.02,3
ER,metropolis_hastings,50,42,4,7,41,44.22,3
ER,metropolis_hastings,50,42,4,7,42,47.8,3
ER,metropolis_hastings,50,42,4,7,43,21.12,2
ER,metropolis_hastings,50,42,4,7,44,47.06,6
ER,metropolis_hastings,50,42,4,7,45,58.6,5
ER,metropolis_hastings,50,42,4,7,46,43.26,2
ER,metropolis_hastings,50,42,4,7,47,45.86,5
ER,metropolis_hastings,50,42,4,7,48,50.77,4
ER,metropolis_hastings,50,42,4,7,49,42.27,3
ER,metropolis_hastings,50,42,4,8,0,53.28,4
ER,metropolis_hastings,50,42,4,8,1,54.65,9
ER,metropolis_hastings,50,42,4,8,2,59.02,4
ER,metropolis_hastings,50,42,4,8,3,52.02,5
ER,metropolis_hastings,50,42,4,8,4,30.29,1
ER,metropolis_hastings,50,42,4,8,5,40.56,3
ER,metropolis_hastings,50,42,4,8,6,50.0,4
ER,metropolis_hastings,50,42,4,8,7,52.33,5
ER,metropolis_hastings,50,42,4,8,8,56.78,4
ER,metropolis_hastings,50,42,4,8,9,39.22,1
ER,metropolis_hastings,50,42,4,8,10,40.97,3
ER,metropolis_hastings,50,42,4,8,11,43.29,6
ER,metropolis_hastings,50,42,4,8,12,35.69,2
ER,metropolis_hastings,50,42,4,8,13,55.0,5
ER,metropolis_hastings,50,42,4,8,14,50.94,7
ER,metropolis_hastings,50,42,4,8,15,41.07,3
ER,metropolis_hastings,50,42,4,8,16,53.95,5
ER,metropolis_hastings,50,42,4,8,17,40.19,4
ER,metropolis_hastings,50,42,4,8,18,48.07,4
ER,metropolis_hastings,50,42,4,8,19,44.21,1
ER,metropolis_hastings,50,42,4,8,20,35.95,4
ER,metropolis_hastings,50,42,4,8,21,43.64,3
ER,metropolis_hastings,50,42,4,8,22,55.4,8
