topology,mixing_strategy,num_nodes,seed,k_target,round,node_id,accuracy,degree
ER,metropolis_hastings,30,42,4,3,19,38.45,3
ER,metropolis_hastings,30,42,4,3,20,36.6,8
ER,metropolis_hastings,30,42,4,3,21,34.43,3
ER,metropolis_hastings,30,42,4,3,22,36.43,3
ER,metropolis_hastings,30,42,4,3,23,37.68,4
ER,metropolis_hastings,30,42,4,3,24,26.49,2
ER,metropolis_hastings,30,42,4,3,25,39.83,3
ER,metropolis_hastings,30,42,4,3,26,37.57,6
ER,metropolis_hastings,30,42,4,3,27,41.62,4
ER,metropolis_hastings,30,42,4,3,28,36.65,4
ER,metropolis_hastings,30,42,4,3,29,37.1,3
ER,metropolis_hastings,30,42,4,4,0,30.78,1
ER,metropolis_hastings,30,42,4,4,1,40.58,2
ER,metropolis_hastings,30,42,4,4,2,39.53,2
ER,metropolis_hastings,30,42,4,4,3,39.31,5
ER,metropolis_hastings,30,42,4,4,4,38.3,4
ER,metropolis_hastings,30,42,4,4,5,47.2,4
ER,metropolis_hastings,30,42,4,4,6,43.65,5
ER,metropolis_hastings,30,42,4,4,7,48.17,3
ER,metropolis_hastings,30,42,4,4,8,36.82,5
ER,metropolis_hastings,30,42,4,4,9,44.91,6
ER,metropolis_hastings,30,42,4,4,10,46.45,3
ER,metropolis_hastings,30,42,4,4,11,27.33,2
ER,metropolis_hastings,30,42,4,4,12,37.89,4
ER,metropolis_hastings,30,42,4,4,13,38.13,4
ER,metropolis_hastings,30,42,4,4,14,42.04,8
ER,metropolis_hastings,30,42,4,4,15,33.97,2
ER,metropolis_hastings,30,42,4,4,16,42.5,6
ER,metropolis_hastings,30,42,4,4,17,37.47,2
ER,metropolis_hastings,30,42,4,4,18,39.62,3
ER,metropolis_hastings,30,42,4,4,19,41.0,3
ER,metropolis_hastings,30,42,4,4,20,44.83,8
ER,metropolis_hastings,30,42,4,4,21,42.08,3
ER,metropolis_hastings,30,42,4,4,22,40.59,3
ER,metropolis_hastings,30,42,4,4,23,46.58,4
ER,metropolis_hastings,30,42,4,4,24,27.22,2
ER,metropolis_hastings,30,42,4,4,25,46.38,3
ER,metropolis_hastings,30,42,4,4,26,40.48,6
ER,metropolis_hastings,30,42,4,4,27,49.69,4
ER,metropolis_hastings,30,42,4,4,28,37.65,4
ER,metropolis_hastings,30,42,4,4,29,44.94,3
ER,metropolis_hastings,30,42,4,5,0,33.08,1
ER,metropolis_hastings,30,42,4,5,1,41.59,2
ER,metropolis_hastings,30,42,4,5,2,40.95,2
ER,metropolis_hastings,30,42,4,5,3,43.75,5
ER,metropolis_hastings,30,42,4,5,4,40.41,4
ER,metropolis_hastings,30,42,4,5,5,55.62,4
ER,metropolis_hastings,30,42,4,5,6,47.83,5
ER,metropolis_hastings,30,42,4,5,7,51.84,3
ER,metropolis_hastings,30,42,4,5,8,42.63,5
ER,metropolis_hastings,30,42,4,5,9,48.48,6
ER,metropolis_hastings,30,42,4,5,10,55.15,3
ER,metropolis_hastings,30,42,4,5,11,36.73,2
ER,metropolis_hastings,30,42,4,5,12,43.71,4
ER,metropolis_hastings,30,42,4,5,13,45.69,4
ER,metropolis_hastings,30,42,4,5,14,46.27,8
ER,metropolis_hastings,30,42,4,5,15,42.09,2
ER,metropolis_hastings,30,42,4,5,16,47.29,6
ER,metropolis_hastings,30,42,4,5,17,41.48,2
ER,metropolis_hastings,30,42,4,5,18,41.8,3
ER,metropolis_hastings,30,42,4,5,19,46.5,3
ER,metropolis_hastings,30,42,4,5,20,50.66,8
ER,metropolis_hastings,30,42,4,5,21,45.99,3
ER,metropolis_hastings,30,42,4,5,22,46.71,3
ER,metropolis_hastings,30,42,4,5,23,53.42,4
ER,metropolis_hastings,30,42,4,5,24,32.67,2
ER,metropolis_hastings,30,42,4,5,25,50.77,3
ER,metropolis_hastings,30,42,4,5,26,44.28,6
ER,metropolis_hastings,30,42,4,5,27,54.01,4
ER,metropolis_hastings,30,42,4,5,28,41.12,4
ER,metropolis_hastings,30,42,4,5,29,51.32,3
ER,metropolis_hastings,30,42,4,6,0,34.26,1
ER,metropolis_hastings,30,42,4,6,1,42.95,2
ER,metropolis_hastings,30,42,4,6,2,41.85,2
ER,metropolis_hastings,30,42,4,6,3,50.99,5
ER,metropolis_hastings,30,42,4,6,4,47.46,4
ER,metropolis_hastings,30,42,4,6,5,58.37,4
ER,metropolis_hastings,30,42,4,6,6,53.27,5
ER,metropolis_hastings,30,42,4,6,7,53.3,3
ER,metropolis_hastings,30,42,4,6,8,51.12,5
ER,metropolis_hastings,30,42,4,6,9,53.01,6
ER,metropolis_hastings,30,42,4,6,10,60.47,3
ER,metropolis_hastings,30,42,4,6,11,38.33,2
ER,metropolis_hastings,30,42,4,6,12,50.8,4
ER,metropolis_hastings,30,42,4,6,13,52.32,4
ER,metropolis_hastings,30,42,4,6,14,53.67,8
ER,metropolis_hastings,30,42,4,6,15,45.73,2
ER,metropolis_hastings,30,42,4,6,16,53.11,6
ER,metropolis_hastings,30,42,4,6,17,49.49,2
ER,metropolis_hastings,30,42,4,6,18,46.64,3
ER,metropolis_hastings,30,42,4,6,19,53.09,3
ER,metropolis_hastings,30,42,4,6,20,55.72,8
ER,metropolis_hastings,30,42,4,6,21,50.65,3
ER,metropolis_hastings,30,42,4,6,22,52.16,3
ER,metropolis_hastings,30,42,4,6,23,59.16,4
ER,metropolis_hastings,30,42,4,6,24,41.53,2
ER,metropolis_hastings,30,42,4,6,25,52.81,3
ER,metropolis_hastings,30,42,4,6,26,53.66,6
ER,metropolis_hastings,30,42,4,6,27,55.56,4
ER,metropolis_hastings,30,42,4,6,28,44.59,4
ER,metropolis_hastings,30,42,4,6,29,55.61,3
ER,metropolis_hastings,30,42,4,7,0,34.89,1
ER,metropolis_hastings,30,42,4,7,1,43.59,2
ER,metropolis_hastings,30,42,4,7,2,43.23,2
ER,metropolis_hastings,30,42,4,7,3,57.17,5
ER,metropolis_hastings,30,42,4,7,4,54.34,4
ER,metropolis_hastings,30,42,4,7,5,60.78,4
ER,metropolis_hastings,30,42,4,7,6,58.15,5
ER,metropolis_hastings,30,42,4,7,7,55.98,3
ER,metropolis_hastings,30,42,4,7,8,58.79,5
ER,metropolis_hastings,30,42,4,7,9,56.35,6
ER,metropolis_hastings,30,42,4,7,10,64.04,3
ER,metropolis_hastings,30,42,4,7,11,41.35,2
ER,metropolis_hastings,30,42,4,7,12,51.29,4
ER,metropolis_hastings,30,42,4,7,13,59.43,4
ER,metropolis_hastings,30,42,4,7,14,59.72,8
ER,metropolis_hastings,30,42,4,7,15,50.46,2
ER,metropolis_hastings,30,42,4,7,16,59.43,6
ER,metropolis_hastings,30,42,4,7,17,54.38,2
ER,metropolis_hastings,30,42,4,7,18,52.96,3
ER,metropolis_hastings,30,42,4,7,19,58.85,3
ER,metropolis_hastings,30,42,4,7,20,60.42,8
ER,metropolis_hastings,30,42,4,7,21,52.1,3
ER,metropolis_hastings,30,42,4,7,22,59.0,3
ER,metropolis_hastings,30,42,4,7,23,60.42,4
ER,metropolis_hastings,30,42,4,7,24,51.67,2
ER,metropolis_hastings,30,42,4,7,25,55.14,3
ER,metropolis_hastings,30,42,4,7,26,59.17,6
ER,metropolis_hastings,30,42,4,7,27,57.64,4
ER,metropolis_hastings,30,42,4,7,28,51.28,4
ER,metropolis_hastings,30,42,4,7,29,58.19,3
ER,metropolis_hastings,30,42,4,8,0,35.33,1
ER,metropolis_hastings,30,42,4,8,1,44.78,2
ER,metropolis_hastings,30,42,4,8,2,46.04,2
ER,metropolis_hastings,30,42,4,8,3,58.78,5
ER,metropolis_hastings,30,42,4,8,4,61.99,4
ER,metropolis_hastings,30,42,4,8,5,61.9,4
ER,metropolis_hastings,30,42,4,8,6,60.19,5
ER,metropolis_hastings,30,42,4,8,7,57.93,3
ER,metropolis_hastings,30,42,4,8,8,62.31,5
ER,metropolis_hastings,30,42,4,8,9,58.85,6
ER,metropolis_hastings,30,42,4,8,10,65.87,3
ER,metropolis_hastings,30,42,4,8,11,49.97,2
ER,metropolis_hastings,30,42,4,8,12,55.91,4
ER,metropolis_hastings,30,42,4,8,13,64.05,4
ER,metropolis_hastings,30,42,4,8,14,62.41,8
ER,metropolis_hastings,30,42,4,8,15,55.87,2
ER,metropolis_hastings,30,42,4,8,16,64.84,6
ER,metropolis_hastings,30,42,4,8,17,58.67,2
ER,metropolis_hastings,30,42,4,8,18,59.92,3
ER,metropolis_hastings,30,42,4,8,19,62.09,3
ER,metropolis_hastings,30,42,4,8,20,64.69,8
ER,metropolis_hastings,30,42,4,8,21,54.32,3
ER,metropolis_hastings,30,42,4,8,22,62.65,3
ER,metropolis_hastings,30,42,4,8,23,64.42,4
ER,metropolis_hastings,30,42,4,8,24,57.59,2
ER,metropolis_hastings,30,42,4,8,25,56.58,3
ER,metropolis_hastings,30,42,4,8,26,63.43,6
ER,metropolis_hastings,30,42,4,8,27,60.96,4
ER,metropolis_hastings,30,42,4,8,28,56.88,4
ER,metropolis_hastings,30,42,4,8,29,59.65,3
ER,metropolis_hastings,30,42,4,9,0,36.54,1
ER,metropolis_hastings,30,42,4,9,1,48.58,2
ER,metropolis_hastings,30,42,4,9,2,48.22,2
ER,metropolis_hastings,30,42,4,9,3,60.24,5
ER,metropolis_hastings,30,42,4,9,4,65.14,4
ER,metropolis_hastings,30,42,4,9,5,65.16,4
ER,metropolis_hastings,30,42,4,9,6,63.46,5
ER,metropolis_hastings,30,42,4,9,7,60.0,3
ER,metropolis_hastings,30,42,4,9,8,64.52,5
ER,metropolis_hastings,30,42,4,9,9,62.69,6
ER,metropolis_hastings,30,42,4,9,10,67.01,3
ER,metropolis_hastings,30,42,4,9,11,52.08,2
ER,metropolis_hastings,30,42,4,9,12,61.5,4
ER,metropolis_hastings,30,42,4,9,13,67.38,4
ER,metropolis_hastings,30,42,4,9,14,65.27,8
ER,metropolis_hastings,30,42,4,9,15,61.78,2
ER,metropolis_hastings,30,42,4,9,16,66.81,6
ER,metropolis_hastings,30,42,4,9,17,57.89,2
ER,metropolis_hastings,30,42,4,9,18,60.97,3
ER,metropolis_hastings,30,42,4,9,19,64.36,3
ER,metropolis_hastings,30,42,4,9,20,66.83,8
ER,metropolis_hastings,30,42,4,9,21,55.54,3
ER,metropolis_hastings,30,42,4,9,22,64.16,3
ER,metropolis_hastings,30,42,4,9,23,67.23,4
ER,metropolis_hastings,30,42,4,9,24,60.25,2
ER,metropolis_hastings,30,42,4,9,25,57.95,3
ER,metropolis_hastings,30,42,4,9,26,65.65,6
ER,metropolis_hastings,30,42,4,9,27,64.38,4
ER,metropolis_hastings,30,42,4,9,28,59.4,4
ER,metropolis_hastings,30,42,4,9,29,60.13,3
ER,metropolis_hastings,30,42,4,10,0,38.37,1
ER,metropolis_hastings,30,42,4,10,1,51.95,2
ER,metropolis_hastings,30,42,4,10,2,49.13,2
ER,metropolis_hastings,30,42,4,10,3,62.64,5
ER,metropolis_hastings,30,42,4,10,4,66.14,4
ER,metropolis_hastings,30,42,4,10,5,67.91,4
ER,metropolis_hastings,30,42,4,10,6,66.08,5
ER,metropolis_hastings,30,42,4,10,7,60.43,3
ER,metropolis_hastings,30,42,4,10,8,66.97,5
ER,metropolis_hastings,30,42,4,10,9,65.01,6
ER,metropolis_hastings,30,42,4,10,10,67.81,3
ER,metropolis_hastings,30,42,4,10,11,55.15,2
ER,metropolis_hastings,30,42,4,10,12,64.37,4
ER,metropolis_hastings,30,42,4,10,13,69.77,4
ER,metropolis_hastings,30,42,4,10,14,66.25,8
ER,metropolis_hastings,30,42,4,10,15,64.28,2
ER,metropolis_hastings,30,42,4,10,16,68.07,6
ER,metropolis_hastings,30,42,4,10,17,59.55,2
ER,metropolis_hastings,30,42,4,10,18,61.06,3
ER,metropolis_hastings,30,42,4,10,19,65.62,3
ER,metropolis_hastings,30,42,4,10,20,68.74,8
ER,metropolis_hastings,30,42,4,10,21,56.88,3
ER,metropolis_hastings,30,42,4,10,22,65.51,3
ER,metropolis_hastings,30,42,4,10,23,69.96,4
ER,metropolis_hastings,30,42,4,10,24,63.31,2
ER,metropolis_hastings,30,42,4,10,25,59.01,3
ER,metropolis_hastings,30,42,4,10,26,66.72,6
ER,metropolis_hastings,30,42,4,10,27,66.42,4
ER,metropolis_hastings,30,42,4,10,28,61.77,4
ER,metropolis_hastings,30,42,4,10,29,61.6,3
ER,metropolis_hastings,30,42,4,11,0,42.35,1
ER,metropolis_hastings,30,42,4,11,1,54.54,2
ER,metropolis_hastings,30,42,4,11,2,49.78,2
ER,metropolis_hastings,30,42,4,11,3,63.78,5
ER,metropolis_hastings,30,42,4,11,4,66.82,4
ER,metropolis_hastings,30,42,4,11,5,69.16,4
ER,metropolis_hastings,30,42,4,11,6,68.55,5
ER,metropolis_hastings,30,42,4,11,7,61.34,3
ER,metropolis_hastings,30,42,4,11,8,68.04,5
ER,metropolis_hastings,30,42,4,11,9,64.8,6
ER,metropolis_hastings,30,42,4,11,10,68.47,3
ER,metropolis_hastings,30,42,4,11,11,55.59,2
ER,metropolis_hastings,30,42,4,11,12,65.08,4
ER,metropolis_hastings,30,42,4,11,13,69.27,4
ER,metropolis_hastings,30,42,4,11,14,66.73,8
ER,metropolis_hastings,30,42,4,11,15,65.44,2
ER,metropolis_hastings,30,42,4,11,16,69.77,6
ER,metropolis_hastings,30,42,4,11,17,61.59,2
ER,metropolis_hastings,30,42,4,11,18,63.64,3
ER,metropolis_hastings,30,42,4,11,19,66.2,3
ER,metropolis_hastings,30,42,4,11,20,70.68,8
ER,metropolis_hastings,30,42,4,11,21,58.87,3
ER,metropolis_hastings,30,42,4,11,22,66.23,3
ER,metropolis_hastings,30,42,4,11,23,70.45,4
ER,metropolis_hastings,30,42,4,11,24,64.08,2
ER,metropolis_hastings,30,42,4,11,25,60.46,3
ER,metropolis_hastings,30,42,4,11,26,66.7,6
ER,metropolis_hastings,30,42,4,11,27,68.68,4
ER,metropolis_hastings,30,42,4,11,28,63.46,4
ER,metropolis_hastings,30,42,4,11,29,62.75,3
ER,metropolis_hastings,30,42,4,12,0,48.32,1
ER,metropolis_hastings,30,42,4,12,1,58.41,2
ER,metropolis_hastings,30,42,4,12,2,50.43,2
ER,metropolis_hastings,30,42,4,12,3,65.19,5
ER,metropolis_hastings,30,42,4,12,4,67.96,4
ER,metropolis_hastings,30,42,4,12,5,68.26,4
ER,metropolis_hastings,30,42,4,12,6,69.38,5
ER,metropolis_hastings,30,42,4,12,7,62.37,3
ER,metropolis_hastings,30,42,4,12,8,68.4,5
ER,metropolis_hastings,30,42,4,12,9,67.26,6
ER,metropolis_hastings,30,42,4,12,10,69.1,3
ER,metropolis_hastings,30,42,4,12,11,56.91,2
ER,metropolis_hastings,30,42,4,12,12,66.69,4
ER,metropolis_hastings,30,42,4,12,13,72.11,4
ER,metropolis_hastings,30,42,4,12,14,69.44,8
ER,metropolis_hastings,30,42,4,12,15,66.22,2
ER,metropolis_hastings,30,42,4,12,16,70.46,6
ER,metropolis_hastings,30,42,4,12,17,61.29,2
ER,metropolis_hastings,30,42,4,12,18,64.17,3
ER,metropolis_hastings,30,42,4,12,19,66.87,3
ER,metropolis_hastings,30,42,4,12,20,71.62,8
ER,metropolis_hastings,30,42,4,12,21,61.82,3
ER,metropolis_hastings,30,42,4,12,22,66.99,3
ER,metropolis_hastings,30,42,4,12,23,72.55,4
ER,metropolis_hastings,30,42,4,12,24,65.73,2
ER,metropolis_hastings,30,42,4,12,25,61.57,3
ER,metropolis_hastings,30,42,4,12,26,68.22,6
ER,metropolis_hastings,30,42,4,12,27,70.05,4
ER,metropolis_hastings,30,42,4,12,28,64.6,4
ER,metropolis_hastings,30,42,4,12,29,63.52,3
ER,metropolis_hastings,30,42,4,13,0,49.98,1
ER,metropolis_hastings,30,42,4,13,1,59.23,2
ER,metropolis_hastings,30,42,4,13,2,52.4,2
ER,metropolis_hastings,30,42,4,13,3,67.36,5
ER,metropolis_hastings,30,42,4,13,4,69.39,4
ER,metropolis_hastings,30,42,4,13,5,70.07,4
ER,metropolis_hastings,30,42,4,13,6,70.72,5
ER,metropolis_hastings,30,42,4,13,7,64.25,3
ER,metropolis_hastings,30,42,4,13,8,68.79,5
ER,metropolis_hastings,30,42,4,13,9,68.43,6
ER,metropolis_hastings,30,42,4,13,10,69.19,3
ER,metropolis_hastings,30,42,4,13,11,61.26,2
ER,metropolis_hastings,30,42,4,13,12,70.16,4
ER,metropolis_hastings,30,42,4,13,13,71.91,4
ER,metropolis_hastings,30,42,4,13,14,69.78,8
ER,metropolis_hastings,30,42,4,13,15,67.96,2
ER,metropolis_hastings,30,42,4,13,16,71.07,6
ER,metropolis_hastings,30,42,4,13,17,62.68,2
ER,metropolis_hastings,30,42,4,13,18,65.13,3
ER,metropolis_hastings,30,42,4,13,19,67.3,3
ER,metropolis_hastings,30,42,4,13,20,72.39,8
ER,metropolis_hastings,30,42,4,13,21,62.24,3
ER,metropolis_hastings,30,42,4,13,22,67.28,3
ER,metropolis_hastings,30,42,4,13,23,72.07,4
ER,metropolis_hastings,30,42,4,13,24,66.43,2
ER,metropolis_hastings,30,42,4,13,25,63.46,3
ER,metropolis_hastings,30,42,4,13,26,69.12,6
ER,metropolis_hastings,30,42,4,13,27,71.58,4
ER,metropolis_hastings,30,42,4,13,28,65.71,4
ER,metropolis_hastings,30,42,4,13,29,64.63,3
ER,metropolis_hastings,30,42,4,14,0,53.44,1
ER,metropolis_hastings,30,42,4,14,1,62.53,2
ER,metropolis_hastings,30,42,4,14,2,54.02,2
ER,metropolis_hastings,30,42,4,14,3,67.94,5
ER,metropolis_hastings,30,42,4,14,4,70.61,4
ER,metropolis_hastings,30,42,4,14,5,70.69,4
ER,metropolis_hastings,30,42,4,14,6,71.1,5
ER,metropolis_hastings,30,42,4,14,7,64.66,3
ER,metropolis_hastings,30,42,4,14,8,69.46,5
ER,metropolis_hastings,30,42,4,14,9,68.84,6
ER,metropolis_hastings,30,42,4,14,10,69.93,3
ER,metropolis_hastings,30,42,4,14,11,63.33,2
ER,metropolis_hastings,30,42,4,14,12,71.43,4
ER,metropolis_hastings,30,42,4,14,13,72.39,4
ER,metropolis_hastings,30,42,4,14,14,71.19,8
ER,metropolis_hastings,30,42,4,14,15,68.59,2
ER,metropolis_hastings,30,42,4,14,16,71.66,6
ER,metropolis_hastings,30,42,4,14,17,62.67,2
ER,metropolis_hastings,30,42,4,14,18,65.97,3
ER,metropolis_hastings,30,42,4,14,19,68.47,3
ER,metropolis_hastings,30,42,4,14,20,73.3,8
ER,metropolis_hastings,30,42,4,14,21,63.01,3
ER,metropolis_hastings,30,42,4,14,22,68.57,3
ER,metropolis_hastings,30,42,4,14,23,73.35,4
ER,metropolis_hastings,30,42,4,14,24,67.3,2
ER,metropolis_hastings,30,42,4,14,25,63.96,3
ER,metropolis_hastings,30,42,4,14,26,69.79,6
ER,metropolis_hastings,30,42,4,14,27,72.1,4
ER,metropolis_hastings,30,42,4,14,28,67.1,4
ER,metropolis_hastings,30,42,4,14,29,65.86,3
ER,metropolis_hastings,30,42,4,15,0,55.49,1
ER,metropolis_hastings,30,42,4,15,1,64.7,2
ER,metropolis_hastings,30,42,4,15,2,55.31,2
ER,metropolis_hastings,30,42,4,15,3,69.74,5
ER,metropolis_hastings,30,42,4,15,4,70.92,4
ER,metropolis_hastings,30,42,4,15,5,70.87,4
ER,metropolis_hastings,30,42,4,15,6,72.24,5
ER,metropolis_hastings,30,42,4,15,7,65.88,3
ER,metropolis_hastings,30,42,4,15,8,69.76,5
ER,metropolis_hastings,30,42,4,15,9,70.02,6
ER,metropolis_hastings,30,42,4,15,10,69.91,3
ER,metropolis_hastings,30,42,4,15,11,63.32,2
ER,metropolis_hastings,30,42,4,15,12,71.92,4
ER,metropolis_hastings,30,42,4,15,13,73.57,4
ER,metropolis_hastings,30,42,4,15,14,72.68,8
ER,metropolis_hastings,30,42,4,15,15,68.79,2
ER,metropolis_hastings,30,42,4,15,16,72.26,6
ER,metropolis_hastings,30,42,4,15,17,63.0,2
ER,metropolis_hastings,30,42,4,15,18,67.04,3
ER,metropolis_hastings,30,42,4,15,19,68.13,3
ER,metropolis_hastings,30,42,4,15,20,73.64,8
ER,metropolis_hastings,30,42,4,15,21,64.56,3
ER,metropolis_hastings,30,42,4,15,22,68.35,3
ER,metropolis_hastings,30,42,4,15,23,73.43,4
ER,metropolis_hastings,30,42,4,15,24,67.72,2
ER,metropolis_hastings,30,42,4,15,25,65.68,3
ER,metropolis_hastings,30,42,4,15,26,71.52,6
ER,metropolis_hastings,30,42,4,15,27,73.3,4
ER,metropolis_hastings,30,42,4,15,28,66.91,4
ER,metropolis_hastings,30,42,4,15,29,66.73,3
ER,metropolis_hastings,30,42,4,16,0,56.59,1
ER,metropolis_hastings,30,42,4,16,1,65.58,2
ER,metropolis_hastings,30,42,4,16,2,58.71,2
ER,metropolis_hastings,30,42,4,16,3,70.76,5
ER,metropolis_hastings,30,42,4,16,4,71.25,4
ER,metropolis_hastings,30,42,4,16,5,72.32,4
ER,metropolis_hastings,30,42,4,16,6,72.33,5
ER,metropolis_hastings,30,42,4,16,7,66.62,3
ER,metropolis_hastings,30,42,4,16,8,70.39,5
ER,metropolis_hastings,30,42,4,16,9,69.97,6
ER,metropolis_hastings,30,42,4,16,10,71.11,3
ER,metropolis_hastings,30,42,4,16,11,65.19,2
ER,metropolis_hastings,30,42,4,16,12,71.12,4
ER,metropolis_hastings,30,42,4,16,13,73.63,4
ER,metropolis_hastings,30,42,4,16,14,72.54,8
ER,metropolis_hastings,30,42,4,16,15,69.18,2
ER,metropolis_hastings,30,42,4,16,16,73.01,6
ER,metropolis_hastings,30,42,4,16,17,63.25,2
ER,metropolis_hastings,30,42,4,16,18,68.33,3
ER,metropolis_hastings,30,42,4,16,19,69.13,3
ER,metropolis_hastings,30,42,4,16,20,73.83,8
ER,metropolis_hastings,30,42,4,16,21,66.25,3
ER,metropolis_hastings,30,42,4,16,22,69.13,3
ER,metropolis_hastings,30,42,4,16,23,73.92,4
ER,metropolis_hastings,30,42,4,16,24,68.25,2
ER,metropolis_hastings,30,42,4,16,25,66.49,3
ER,metropolis_hastings,30,42,4,16,26,71.42,6
ER,metropolis_hastings,30,42,4,16,27,73.95,4
ER,metropolis_hastings,30,42,4,16,28,68.17,4
ER,metropolis_hastings,30,42,4,16,29,67.64,3
ER,metropolis_hastings,30,42,4,17,0,59.07,1
ER,metropolis_hastings,30,42,4,17,1,67.35,2
ER,metropolis_hastings,30,42,4,17,2,59.68,2
ER,metropolis_hastings,30,42,4,17,3,71.53,5
ER,metropolis_hastings,30,42,4,17,4,71.09,4
ER,metropolis_hastings,30,42,4,17,5,72.55,4
ER,metropolis_hastings,30,42,4,17,6,73.01,5
ER,metropolis_hastings,30,42,4,17,7,66.99,3
ER,metropolis_hastings,30,42,4,17,8,70.58,5
ER,metropolis_hastings,30,42,4,17,9,70.67,6
ER,metropolis_hastings,30,42,4,17,10,71.33,3
ER,metropolis_hastings,30,42,4,17,11,64.88,2
ER,metropolis_hastings,30,42,4,17,12,70.92,4
ER,metropolis_hastings,30,42,4,17,13,74.03,4
ER,metropolis_hastings,30,42,4,17,14,73.1,8
ER,metropolis_hastings,30,42,4,17,15,70.13,2
ER,metropolis_hastings,30,42,4,17,16,73.06,6
